"canonical_direction","var","fold","value","seed"
1,"ph",1,-0.171094189864331,0
1,"soil_c",1,-0.770369911852605,0
1,"soil_n",1,0.354766990624268,0
1,"soil_p",1,0.45243946031756,0
1,"clay_silt",1,0.216092327993924,0
5,"ph",1,0.258861878396539,0
5,"soil_c",1,0.557445653446402,0
5,"soil_n",1,-0.13385133263044,0
5,"soil_p",1,0.76582410440569,0
5,"clay_silt",1,-0.133574448271394,0
2,"ph",1,-0.473249298318135,0
2,"soil_c",1,-0.326936891570584,0
2,"soil_n",1,0.359413576159951,0
2,"soil_p",1,0.12211441411695,0
2,"clay_silt",1,-0.724608391966548,0
3,"ph",1,0.383298048743479,0
3,"soil_c",1,-0.234378169557694,0
3,"soil_n",1,0.8218699248624,0
3,"soil_p",1,-0.349630523013618,0
3,"clay_silt",1,-0.0209237532035387,0
4,"ph",1,-0.635110253990563,0
4,"soil_c",1,0.296753936265738,0
4,"soil_n",1,0.374541558434891,0
4,"soil_p",1,-0.408950422050643,0
4,"clay_silt",1,0.448386261940078,0
1,"ph",2,-0.243927707171256,0
1,"soil_c",2,-0.842962887749161,0
1,"soil_n",2,0.336184792488527,0
1,"soil_p",2,0.263990994131186,0
1,"clay_silt",2,0.217258794686991,0
5,"ph",2,0.278678641197348,0
5,"soil_c",2,0.416002065859309,0
5,"soil_n",2,-0.32699819089237,0
5,"soil_p",2,0.757908510723927,0
5,"clay_silt",2,0.260628794776294,0
2,"ph",2,-0.275340854928961,0
2,"soil_c",2,-0.220498759266661,0
2,"soil_n",2,0.504589427555321,0
2,"soil_p",2,0.336178434904769,0
2,"clay_silt",2,-0.712699993176109,0
3,"ph",2,0.496404821963943,0
3,"soil_c",2,-0.19526973339905,0
3,"soil_n",2,0.783246256010436,0
3,"soil_p",2,-0.286145959412464,0
3,"clay_silt",2,0.141766626209293,0
4,"ph",2,-0.629228466245914,0
4,"soil_c",2,0.302224067987189,0
4,"soil_n",2,0.364411650675052,0
4,"soil_p",2,-0.426593391101004,0
4,"clay_silt",2,0.44492064181865,0
1,"ph",3,-0.257630184838905,0
1,"soil_c",3,-0.822251460471103,0
1,"soil_n",3,0.196711437842066,0
1,"soil_p",3,0.343008323454797,0
1,"clay_silt",3,0.318086660952398,0
5,"ph",3,-0.0893331174269469,0
5,"soil_c",3,0.209173643789893,0
5,"soil_n",3,-0.0667350755922793,0
5,"soil_p",3,0.910723483277888,0
5,"clay_silt",3,-0.338223517169231,0
2,"ph",3,-0.258451532916195,0
2,"soil_c",3,-0.507601732848072,0
2,"soil_n",3,0.643956802072343,0
2,"soil_p",3,-0.14019979620064,0
2,"clay_silt",3,-0.49112823188345,0
3,"ph",3,0.554204744831804,0
3,"soil_c",3,-0.179335249278716,0
3,"soil_n",3,0.773531126182364,0
3,"soil_p",3,-0.129364189034589,0
3,"clay_silt",3,0.21356608484149,0
4,"ph",3,-0.62228928389996,0
