Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
AACY020080403.492.1950,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AALY01000002,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius_489642,Roseovarius nubinhibens,1.0
AAMO01000005,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola_C_490794,Pseudooceanicola_C_490794 batsensis,1.0
AAMT01000002,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,Maritimibacter alkaliphilus,1.0
AAOG01000005,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Polaribacter_A,Polaribacter_A irgensii,1.0
AAYA01000001,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,Sagittula stellata,1.0
AB002630,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Colwellia_A_665065,Colwellia_A_665065 piezophila,1.0
AB003623,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Roseateles_592282,Roseateles depolymerans,1.0
AB004714,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 luteum,1.0
AB004720,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 terrae,1.0
AB004721,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 lacticum,1.0
AB006711,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,Acidiphilium cryptum,1.0
AB009457,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647464 monteilii,1.0
AB009933,Bacteria,Bacillota_I,Bacilli_A,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae,1.0
AB009939,Bacteria,Bacillota_I,Bacilli_A,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,1.0
AB009941,Bacteria,Bacillota_I,Bacilli_A,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis,1.0
AB010909,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Williamsia_A,Williamsia_A deligens,1.0
AB012595,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Gulosibacter,Gulosibacter bifidus,1.0
AB012648,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Mycetocola_B,Mycetocola_B saprophilus,1.0
AB013907,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 chocolatum,1.0
AB017203,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Kaistiaceae_504716,Prosthecomicrobium,Prosthecomicrobium pneumaticum,1.0
AB018439,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 oligophenolica,1.0
AB021188,Bacteria,Bacillota_I,Bacilli_A,Bacillales_D,Halobacillaceae,Salimicrobium,Salimicrobium jeotgali,1.0
AB021366,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Herbaspirillum,Herbaspirillum seropedicae,1.0
AB021367,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641035,Nitrincolaceae,Marinobacterium_D,Marinobacterium_D stanieri,1.0
AB021373,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_F_650324,Pseudomonas_F_650324 resinovorans_A,1.0
AB021376,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_F_650324,Pseudomonas_F_650228 anguilliseptica,1.0
AB021390,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Curvibacter_587305,Curvibacter lanceolatus,1.0
AB021393,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Afipia,Afipia felis,1.0
AB021400,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_680892,Rosenbergiella,Phaseolibacter flectens,1.0
AB021407,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Pelomonas,Pelomonas saccharophila,1.0
AB021408,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641035,Nitrincolaceae,Marinobacterium_D,Marinobacterium_D stanieri,1.0
AB021493,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Erythrobacter_484373,Erythrobacter sp001296025,1.0
AB022428,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingobium_A_485959,Sphingobium_A_485959 herbicidovorans,1.0
AB023357,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Agromyces,Agromyces subbeticus,1.0
AB023428,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas bullata,1.0
AB024288,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Blastomonas_485421,Blastomonas natatoria,1.0
AB024289,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Blastomonas_485421,Blastomonas natatoria,1.0
AB025013,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Novosphingobium,Novosphingobium sp900117425,1.0
AB025014,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Novosphingobium,Novosphingobium subterraneum,1.0
AB025317,Bacteria,Actinomycetota,Actinomycetes,Sporichthyales,Sporichthyaceae,Sporichthya,Sporichthya polymorpha,1.0
AB027236.1.1304,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB027342.1.1438,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_310392,Bacillaceae_G,Bacillus_A,Unassigned,1.0
AB027344.1.1439,Bacteria,Bacteroidota,Bacteroidia,AKYH767-A,Unassigned,Unassigned,Unassigned,1.0
AB027358.1.1383,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Unassigned,Unassigned,1.0
AB029360.1.1708,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas sp002401685,1.0
AB030583,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_648040,Pseudomonas_E_648040 chengduensis_A,1.0
AB032015,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Vibrionaceae,Photobacterium,Photobacterium damselae,1.0
AB033209,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Lactobacillaceae,Dellaglioa,Dellaglioa algida,1.0
AB033327,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Erythrobacter_484373,Erythrobacter neustonensis,1.0
AB036997,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes rectilineatus,1.0
AB037677,Bacteria,Bacillota_A_368345,Clostridia_258483,Peptostreptococcales,Natronincolaceae,Alkaliphilus_C,Alkaliphilus_C transvaalensis,1.0
AB038033,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Moritellaceae,Moritella,Moritella viscosa,1.0
AB042094,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Okibacterium_382198,Okibacterium fritillariae,1.0
AB042288,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,1.0
AB042545,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales_608018,Thiotrichaceae_608018,Thiofilum,Thiofilum flexile,1.0
AB043851,Bacteria,Bacillota_I,Bacilli_A,Bacillales_H_361473,Bacillaceae_D_361074,Halalkalibacter_361074,Halalkalibacter okhensis,1.0
AB047513,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Actinoplanes,Actinoplanes teichomyceticus,1.0
AB055863,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 aquatilis,1.0
AB060132,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_647464,Pseudomonas_E_647615 parafulva,1.0
AB062751,Bacteria,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,CG2-30-53-67,Haliangium tepidum,1.0
AB063324,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Algicola,Algicola sagamiensis,1.0
AB071665,Bacteria,Pseudomonadota,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrella,Tistrella mobilis,1.0
AB071950,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Psychromicrobium,Arthrobacter_E russicus,1.0
AB071954,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas huaxiensis,1.0
AB071955,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 paucimobilis,1.0
AB072496,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Phycicoccus_A_390428,Phycicoccus_A_390428 sp001428065,1.0
AB073203,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,NBRC-103111,Paenibacillus_G_363728,Paenibacillus_G_363728 filicis,1.0
AB073363,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,Paenibacillaceae_367444,Paenibacillus_T_364414,Paenibacillus_T_364414 cellulosilyticus,1.0
AB077038,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Malikia,Malikia spinosa,1.0
AB078042,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Crocinitomicaceae,Crocinitomix,Crocinitomix catalasitica,1.0
AB078057,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Tenacibaculum_A_803077,Tenacibaculum_A_803077 maritimum,1.0
AB078058,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Tenacibaculum_A_805184,Tenacibaculum_A_805184 ovolyticum,1.0
AB078060,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,1.0
AB078079,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Cyclobacteriaceae,Marinoscillum,Marinoscillum furvescens,1.0
AB078080,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Microscillaceae,Microscilla,Microscilla marina,1.0
AB084262,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Kriegella,Kriegella aquimaris,1.0
AB087720,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Afifellaceae,Afifella,Afifella aestuarii,1.0
AB091323,Bacteria,Bacillota_B_370518,Peptococcia_370474,Peptococcales_370474,Peptococcaceae_370474,Cryptanaerobacter,Cryptanaerobacter phenolicus,1.0
AB094412,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Colwellia_A_665065,Colwellia_A_665065 piezophila,1.0
AB094598,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella kaireitica,1.0
AB094794,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Psychrobacter,Psychrobacter sp001435295,1.0
AB097590,Bacteria,Myxococcota_A_473307,Polyangia_463783,Nannocystales,Nannocystaceae,Enhygromyxa,Enhygromyxa salina_C,1.0
AB100802,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Streptococcaceae,Lactococcus_A_346120,Unassigned,1.0
AB100803,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Streptococcaceae,Lactococcus_A_346120,Unassigned,1.0
AB109889,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Curvibacter_587305,Curvibacter gracilis,1.0
AB110498,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella_B,Dyella_B jiangningensis,1.0
AB120963,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Curvibacter_587311,Curvibacter fontanus,1.0
AB125062,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Schleiferiaceae,Owenweeksia,Owenweeksia hongkongensis,1.0
AB125279,Bacteria,Bacillota_A_368345,Clostridia_258483,Acetivibrionales,Acetivibrionaceae,Hungateiclostridium,Hungateiclostridium straminisolvens,1.0
AB125366,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Halopseudomonas_650606,Halopseudomonas oceani,1.0
AB127972,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Pleomorphomonadaceae,Pleomorphomonas,Pleomorphomonas koreensis,1.0
AB158515,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650612,Cellvibrionaceae,Microbulbifer,Microbulbifer agarilyticus_B,1.0
AB161361,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_A_615989,Lysobacter_A_615989 antibioticus,1.0
AB166879,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595373,Castellaniella,Castellaniella defragrans,1.0
AB166881,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp002256425,1.0
AB166882,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus caeni,1.0
AB166883,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 soli,1.0
AB175629,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium thiocyanatum,1.0
AB175636,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium brachiatum,1.0
AB175638,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium organophilum,1.0
AB175643,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium thiocyanatum,1.0
AB175644,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium rhodinum,1.0
AB175647,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium thiocyanatum,1.0
AB175654,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Azotobacter_648134,Azomonas macrocytogenes,1.0
AB175655,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Azotobacter_648134,Azotobacter vinelandii,1.0
AB176554,Bacteria,Pseudomonadota,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia,Fangia hongkongensis,1.0
AB176674,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Crocinitomicaceae,Lishizhenia,Lishizhenia caseinilytica,1.0
AB176954,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Stutzerimonas_648792,Stutzerimonas stutzeri_D_648421,1.0
AB184140,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces tricolor,1.0
AB184160,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp000721265,1.0
AB184235,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp000719335,1.0
AB184237,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp001509795,1.0
AB185957,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus haematequi_A,1.0
AB186360,Bacteria,Bacillota_A_368345,Clostridia_258483,Lutisporales,Lutisporaceae,Lutispora,Lutispora thermophila,1.0
AB188091,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Carnobacteriaceae,Alkalibacterium,Alkalibacterium sp002500855,1.0
AB189298,Bacteria,Bacillota_I,Bacilli_A,Bacillales_D,Halobacillaceae,Halobacillus_A_288318,Halobacillus_A_288318 faecis,1.0
AB189452,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_M,Pseudomonas_M azotifigens,1.0
AB192281.1.1323,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales_A,Unassigned,Unassigned,Unassigned,1.0
AB193261,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,Patulibacter minatonensis,1.0
AB193438,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Tateyamaria sp000814025,1.0
AB193725,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,Methylophilus sp001424665,1.0
AB197852,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Cyclobacteriaceae,Algoriphagus,Algoriphagus boritolerans,1.0
AB198089,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,1.0
AB199884.1.1222,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB199885.1.1217,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB199888.1.1217,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB200217,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola_A,Phocaeicola_A plebeius,1.0
AB201475,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella pealeana,1.0
AB204519,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Shewanellaceae,Shewanella,Shewanella pealeana,1.0
AB208718,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Sphaerisporangium_394618,Sphaerisporangium melleum,1.0
AB218661,Bacteria,Bacillota_A_368345,Clostridia_258483,Tissierellales,Dethiosulfatibacteraceae,Dethiosulfatibacter,Dethiosulfatibacter aminovorans,1.0
AB231946,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Alsobacter,Alsobacter soli,1.0
AB232785,Bacteria,Bacillota_B_370518,Peptococcia_370474,Peptococcales_370474,Peptococcaceae_370474,Cryptanaerobacter,Cryptanaerobacter phenolicus,1.0
AB233209,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A_627799,Legionella_A_627799 yabuuchiae,1.0
AB234027,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 saccharophilum,1.0
AB234298.1.1363,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB236956,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Actinoplanes,Couchioplanes caeruleus_372248,1.0
AB238789,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Shinella,Shinella granuli,1.0
AB242868,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641035,Marinomonadaceae,Marinomonas,Marinomonas gallaica,1.0
AB243007,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Smaragdicoccus,Smaragdicoccus niigatensis,1.0
AB243851,Bacteria,Bacillota_I,Bacilli_A,Bacillales_D,Amphibacillaceae,Lentibacillus_A,Virgibacillus halophilus,1.0
AB245347,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomicrobium_483192,Sphingomicrobium astaxanthinifaciens_A,1.0
AB245358,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Variovorax,Variovorax rhizosphaerae,1.0
AB245367,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella_B,Dyella_A ginsengisoli,1.0
AB245378,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,Bacillaceae_C_302571,Weizmannia,Weizmannia ginsengihumi,1.0
AB245384,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,Paenibacillaceae_367444,Paenibacillus_J_366884,Paenibacillus_J_366884 panacisoli,1.0
AB245389,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus_A_391020,Microlunatus_A_391020 ginsengisoli,1.0
AB245394,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp001428805,1.0
AB245395,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp001423335,1.0
AB245933,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp000724545,1.0
AB247553,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Flammeovirgaceae,Flammeovirga,Flammeovirga kamogawensis,1.0
AB247615,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Agrobacterium,Agrobacterium tomkonis,1.0
AB249948,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptacidiphilus_400617,Streptacidiphilus jiangxiensis,1.0
AB251933,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Flammeovirgaceae,Flammeovirga,Flammeovirga kamogawensis,1.0
AB252200,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium gregans,1.0
AB252201,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium radiotolerans,1.0
AB255399,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria_B_490092,Ruegeria_B_490092 halocynthiae_B,1.0
AB255401,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium_489704,Epibacterium sp000014065,1.0
AB255669,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306089,Bacillaceae_H_294103,Bacillus_P_294101,Bacillus_P_294101 velezensis,1.0
AB257720,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Panacagrimonas,Panacagrimonas perspica,1.0
AB258386,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_R_483261,Sphingomonas_R_483261 sediminicola,1.0
AB266389,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales_598058,Thioprofundaceae,Thioprofundum,Thioprofundum lithotrophicum,1.0
AB268549,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Carnobacteriaceae,Alkalibacterium,Alkalibacterium sp001885615,1.0
AB270585,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Robiginitalea,Robiginitalea myxolifaciens,1.0
AB270706,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Alkalimonas,Alkalimonas collagenimarina,1.0
AB271048,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 ginsengisoli,1.0
AB271051,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus_C,Microlunatus_C panaciterrae,1.0
AB271053,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 terrae,1.0
AB274908,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 sp001427525,1.0
AB279547,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus lahaulensis,1.0
AB282862,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microterricola,Microterricola viridarii_A,1.0
AB284261,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Actinosynnema_379791,Actinosynnema espanaense,1.0
AB285018,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Vibrionaceae,Salinivibrio,Salinivibrio siamensis,1.0
AB286015,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Pelagicoccus,Pelagicoccus sp000155695,1.0
AB289592,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,Marinovum algicola,1.0
AB292183,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Cerasicoccaceae,Cerasicoccus,Cerasicoccus arenae,1.0
AB294176,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Carnobacteriaceae,Alkalibacterium,Alkalibacterium sp001885615,1.0
AB294340.1.1396,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
AB294341.1.1415,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Caldora,Caldora sp010672925,1.0
